452497833685565440,100,51
1,5100,2610
3,5100,2733
5,500,208
1977667231750,100,55
7,400,182
9,5100,2964
11,500,195
9459051636598849544,100,26
139277,100,24
14,300,167
15,500,227
16,100,52
19,400,189
1241048996618260,100,64
21,500,241
22,100,42
2258265,100,33
848408259607,100,53
302732604249514009,100,28
258736154,100,26
27,5100,3280
29,2200,677
14540830,100,32
5572438372933663,100,37
32,100,64
33,2200,750
34,200,118
1235629480443939,100,38
172285989,100,85
38,200,124
14540839,100,52
42,100,54
87826475,100,41
44,100,37
45,2200,841
46,300,163
48,400,229
62776770609,100,55
221234,100,45
434229,100,56
55,400,220
6756731447849558070,100,58
206079505571897,100,52
58,100,40
1413055266876,100,37
7207427136005812231,100,100
63,500,261
1089600,100,26
66,200,87
258695235,100,31
62776770628,100,37
2703147688383946820,100,64
94229372999,100,62
45197422087475879989,100,52
848135635017,100,81
848408272972,100,13
30424719,100,79
635191692427342,100,67
5571779241541711,100,50
81,5100,2926
14650945,100,45
83,800,300
94229502251,100,34
1241017615204366,100,55
517046358,100,54
87,800,322
88,100,58
86409305,100,52
450489985915621391,100,27
848064692316,100,45
618239159771229,100,49
618239159771230,100,54
5572344229757023,100,31
618239159771232,100,58
94489427984,100,54
618239159771234,100,37
99,800,362
100,200,108
2731,100,31
102,300,162
646135911,100,52
104,200,83
848322165436,100,50
646135914,100,40
9459257527734132839,100,17
16687074225582190,100,70
646135918,100,38
387833967,100,56
114,100,64
2702323086352171026,100,33
3189438,200,108
86311031,100,52
11584806932,100,35
1853870592467066,100,20
126,500,294
275024241287189,100,54
128,300,93
283090012864,100,60
355167,100,39
131,100,54
132,300,94
135,800,418
136,400,187
564988633225,100,53
138,500,258
16827380055318667,100,26
300533211506819212,100,34
1413080801421,100,33
41103,100,72
144,500,219
41105,100,24
645996690,100,44
2260383596691,100,51
2325586068,100,40
41109,100,19
77486862306515319474,100,81
206362482858566,100,48
98457,100,57
156,100,52
413732,100,50
258695326,100,38
258695328,100,30
619651006185633,100,81
618238912657456,100,49
163,400,186
387834021,100,75
166,200,99
387834023,100,30
2703145175569694888,100,50
2702326780325503145,100,15
387834027,100,33
172,200,119
1241048996618269,100,39
150198355534000,100,19
387612849,100,70
688626635743411,100,51
221293428916,100,30
387834039,100,32
184,100,58
6790093537875386551,100,16
150438571943411743,100,52
189,2200,885
190,1500,905
411876709384383,100,70
411876709384384,100,24
3227569,100,22
411876709384386,100,24
12163229612700631231,100,27
5564146670310774,100,55
198,1300,769
2704184021466603718,100,20
200,100,51
1163469003,100,42
8108199918925856969,100,28
205,100,51
1352225487338709198,100,22
1352225487338709199,100,75
208,100,34
2703193483810092407,100,43
619940497457368,100,31
1188057,100,34
565074976986,100,46
317016650649198811,100,21
220,100,67
32430375133,100,31
47999811371311128778,100,100
1236101014437926,100,67
14532838,100,27
6865,100,45
282975281384,100,50
5564247786881257,100,37
211447096525034,100,41
172285991,100,12
258359532,100,33
98541,100,57
98543,100,33
98547,100,30
245,400,178
248,100,52
249,400,180
250,100,51
626715663189716,100,41
1235629480443946,100,42
254,200,127
290826436863,100,66
139520,100,63
1122561,100,47
756945524911561,100,43
1402881508442371,100,29
260,100,27
261,400,179
1949958,100,45
264,100,59
2260512729077,100,34
260309259,100,35
47999806287579472120,100,0
65805,100,79
1352499600951619313,100,60
617956086890541,100,32
1163206928,100,21
14541073,100,57
2259953266275,100,61
276,100,62
278,100,21
759487390739161,100,59
1236101014438169,100,45
3089612887916828,100,78
1602546445018,100,43
287,100,80
288,300,192
879473647905,100,60
290,100,34
645996204,100,33
1444576641316,100,43
2544191512869,100,59
294,200,53
86114599,100,42
207493676945344,100,59
297,400,225
298,200,102
94234277255,100,48
129376556,100,83
3153429052408938545,100,43
94989975854,100,16
260538672,100,15
41265,100,42
306,300,155
308,300,135
659217801525,100,100
8825106473899376947,100,31
87826743,100,46
312,200,94
619933478691129,100,34
1447995793722,100,41
3852374724649275,100,28
2325684540,100,60
2325684541,100,36
618238903091518,100,37
3089497632686133,100,86
2704184021457035587,100,71
215687493,100,46
565892463713,100,27
2704184021457035593,100,18
619933478690871,100,53
31654117708,100,47
10811151582196520432,100,100
619117982490958,100,37
258341023,300,104
618239159771472,100,35
219740258641,100,34
9459051636602044751,100,15
6756739174490415442,100,80
341,100,82
342,200,104
6388181059371065,100,37
1351471734856859992,100,43
347,100,55
206080624968029,100,45
43204959,100,46
5086057341280,100,21
94989975906,100,14
13771195911841635958,100,1
2702323089842143587,100,46
258693862,100,76
1977668297062,100,47
411876451105515,100,54
775257389,100,46
137480522916202,100,52
532845,100,72
6773416356175733104,100,58
848322716019,100,28
63034823005,100,35
5084894511479,100,75
65913,100,36
378,600,251
5564146670133627,100,40
5564146670133628,100,54
86114685,100,43
94232682878,100,9
1413096227199,100,50
1413096227200,100,37
64,100,39
1413096227202,100,46
2704184021457042154,100,80
188329444758,100,79
1413096227206,100,50
219740258695,100,51
137480495169928,100,31
3709383414977355389,100,50
4056262324157751689,100,65
1414268058979,100,58
2703193515191329163,100,40
2325684621,100,43
2325684623,100,56
848063906192,100,34
3707453429781912,100,35
688647561232786,100,32
283478851987,100,78
